en.OS.man-diar.mp4_16K.wav	00:01:15.70
en.OS.man-diar.mp4_16K.wav	00:00:56.45
en.OS.man-diar.mp4_16K.wav	00:01:35.55
en.OS.man-diar.mp4_16K.wav	00:01:56.31
en.OS.man-diar.mp4_16K.wav	00:04:06.27
en.OS.man-diar.mp4_16K.wav	00:01:19.85
en.OS.man-diar.mp4_16K.wav	00:04:41.29
en.OS.man-diar.mp4_16K.wav	00:00:37.13
en.OS.man-diar.mp4_16K.wav	00:01:25.24
en.OS.man-diar.mp4_16K.wav	00:01:09.40
en.OS.man-diar.mp4_16K.wav	00:02:22.69
en.OS.man-diar.mp4_16K.wav	00:01:15.37
en.OS.man-diar.mp4_16K.wav	00:03:36.87
en.OS.man-diar.mp4_16K.wav	00:01:12.54
en.OS.man-diar.mp4_16K.wav	00:01:38.20
en.OS.man-diar.mp4_16K.wav	00:02:11.22
en.OS.man-diar.mp4_16K.wav	00:01:55.66
en.OS.man-diar.mp4_16K.wav	00:01:09.59
en.OS.man-diar.mp4_16K.wav	00:00:54.06
en.OS.man-diar.mp4_16K.wav	00:01:28.82
en.OS.man-diar.mp4_16K.wav	00:04:34.00
en.OS.man-diar.mp4_16K.wav	00:02:06.11
en.OS.man-diar.mp4_16K.wav	00:00:33.72
en.OS.man-diar.mp4_16K.wav	00:01:13.33
en.OS.man-diar.mp4_16K.wav	00:01:12.68
en.OS.man-diar.mp4_16K.wav	00:03:34.23
en.OS.man-diar.mp4_16K.wav	00:01:17.95
en.OS.man-diar.mp4_16K.wav	00:01:10.29
en.OS.man-diar.mp4_16K.wav	00:02:29.44
en.OS.man-diar.mp4_16K.wav	00:01:03.00
en.OS.man-diar.mp4_16K.wav	00:01:41.19
en.OS.man-diar.mp4_16K.wav	00:01:21.85
en.OS.man-diar.mp4_16K.wav	00:01:37.64
en.OS.man-diar.mp4_16K.wav	00:00:55.75
en.OS.man-diar.mp4_16K.wav	00:04:06.90
en.OS.man-diar.mp4_16K.wav	00:02:35.88
en.OS.man-diar.mp4_16K.wav	00:01:06.01
en.OS.man-diar.mp4_16K.wav	00:01:11.70
en.OS.man-diar.mp4_16K.wav	00:01:50.50
en.OS.man-diar.mp4_16K.wav	00:02:05.29
en.OS.man-diar.mp4_16K.wav	00:01:12.77
en.OS.man-diar.mp4_16K.wav	00:00:57.01
en.OS.man-diar.mp4_16K.wav	00:01:18.11
en.OS.man-diar.mp4_16K.wav	00:01:15.63
en.OS.man-diar.mp4_16K.wav	00:01:28.96
en.OS.man-diar.mp4_16K.wav	00:02:21.94
en.OS.man-diar.mp4_16K.wav	00:01:05.57
en.OS.man-diar.mp4_16K.wav	00:00:31.56
en.OS.man-diar.mp4_16K.wav	00:01:04.06
en.OS.man-diar.mp4_16K.wav	00:01:05.27
en.OS.man-diar.mp4_16K.wav	00:02:19.83
en.OS.man-diar.mp4_16K.wav	00:01:13.82
en.OS.man-diar.mp4_16K.wav	00:01:29.95
en.OS.man-diar.mp4_16K.wav	00:01:24.40
en.OS.man-diar.mp4_16K.wav	00:02:51.04
en.OS.man-diar.mp4_16K.wav	00:01:21.66
en.OS.man-diar.mp4_16K.wav	00:01:30.95
en.OS.man-diar.mp4_16K.wav	00:01:12.98
en.OS.man-diar.mp4_16K.wav	00:01:00.12
en.OS.man-diar.mp4_16K.wav	00:01:15.44
en.OS.man-diar.mp4_16K.wav	00:01:10.75
en.OS.man-diar.mp4_16K.wav	00:00:51.39
en.OS.man-diar.mp4_16K.wav	00:02:30.30
en.OS.man-diar.mp4_16K.wav	00:02:02.32
en.OS.man-diar.mp4_16K.wav	00:00:48.85
en.OS.man-diar.mp4_16K.wav	00:01:25.17
en.OS.man-diar.mp4_16K.wav	00:02:27.77
en.OS.man-diar.mp4_16K.wav	00:01:04.39
en.OS.man-diar.mp4_16K.wav	00:02:49.27
en.OS.man-diar.mp4_16K.wav	00:01:13.07
en.OS.man-diar.mp4_16K.wav	00:02:09.64
en.OS.man-diar.mp4_16K.wav	00:01:08.15
en.OS.man-diar.mp4_16K.wav	00:01:33.60
en.OS.man-diar.mp4_16K.wav	00:03:14.56
en.OS.man-diar.mp4_16K.wav	00:01:33.41
en.OS.man-diar.mp4_16K.wav	00:02:26.68
en.OS.man-diar.mp4_16K.wav	00:01:43.17
en.OS.man-diar.mp4_16K.wav	00:04:00.07
en.OS.man-diar.mp4_16K.wav	00:02:13.49
en.OS.man-diar.mp4_16K.wav	00:01:02.95
en.OS.man-diar.mp4_16K.wav	00:01:06.71
en.OS.man-diar.mp4_16K.wav	00:01:43.79
en.OS.man-diar.mp4_16K.wav	00:01:10.64
en.OS.man-diar.mp4_16K.wav	00:02:09.29
en.OS.man-diar.mp4_16K.wav	00:00:46.46
en.OS.man-diar.mp4_16K.wav	00:01:13.24
en.OS.man-diar.mp4_16K.wav	00:01:19.88
en.OS.man-diar.mp4_16K.wav	00:01:16.37
en.OS.man-diar.mp4_16K.wav	00:00:35.69
en.OS.man-diar.mp4_16K.wav	00:04:28.86
en.OS.man-diar.mp4_16K.wav	00:02:19.71
en.OS.man-diar.mp4_16K.wav	00:02:13.84
en.OS.man-diar.mp4_16K.wav	00:00:40.17
en.OS.man-diar.mp4_16K.wav	00:00:58.26
en.OS.man-diar.mp4_16K.wav	00:00:48.00
en.OS.man-diar.mp4_16K.wav	00:00:39.01
en.OS.man-diar.mp4_16K.wav	00:01:20.57
en.OS.man-diar.mp4_16K.wav	00:01:21.92
en.OS.man-diar.mp4_16K.wav	00:01:51.66
en.OS.man-diar.mp4_16K.wav	00:01:21.73
en.OS.man-diar.mp4_16K.wav	00:01:09.54
en.OS.man-diar.mp4_16K.wav	00:01:56.15
en.OS.man-diar.mp4_16K.wav	00:01:01.53
en.OS.man-diar.mp4_16K.wav	00:00:26.56
en.OS.man-diar.mp4_16K.wav	00:01:13.07
en.OS.man-diar.mp4_16K.wav	00:07:43.49
